Contenido #,Contenido,PDA #,Grado,Descripción
7,Elaboración e intercambio de reseñas de diversos textos y/o audiovisuales.,7,6°,Explica la utilidad de las reseñas y comenta sus características.
7,Elaboración e intercambio de reseñas de diversos textos y/o audiovisuales.,7,6°,"Describe el material audiovisual consultado y registra los datos de identificación de este: título, tema, director, protagonistas, institución o empresa productora, fecha de realización, etcétera."
7,Elaboración e intercambio de reseñas de diversos textos y/o audiovisuales.,7,6°,Elabora una opinión sustentada acerca de un material reseñado..
7,Elaboración e intercambio de reseñas de diversos textos y/o audiovisuales.,7,6°,"Usa conectores como porque, ya que, puesto que, por, debido a, etcétera, con los que apoya la argumentación de sus opiniones."
7,Elaboración e intercambio de reseñas de diversos textos y/o audiovisuales.,7,6°,"Revisa y corrige reiteraciones innecesarias, y errores de concordancia y ortografía en general.."
8,Comparación y producción de documentos que regulan la convivencia.,8,6°,Reconoce la función e importancia de cumplir las pautas o normas establecidas en reglamentos para regular la convivencia.
8,Comparación y producción de documentos que regulan la convivencia.,8,6°,"Reflexiona y comprende la concisión de las reglas, el empleo de verbos (modo y tiempo) y el uso de numerales."
8,Comparación y producción de documentos que regulan la convivencia.,8,6°,"Escribe las reglas para lograr una convivencia respetuosa, incluyente, equitativa e igualitaria en la escuela, tomando en consideración sus experiencias a lo largo de la primaria.."
8,Comparación y producción de documentos que regulan la convivencia.,8,6°,"Utiliza oraciones breves y decide si debe emplear subtítulos, viñetas o incisos.."
9,Exposición sobre temas relacionados con el cuidado de la salud.,9,6°,"Como presentador o presentadora Elabora un guion para presentar de manera ordenada la información que investigó en diversas fuentes, gráficas, orales y/o escritas, y usó para construir su exposición."
9,Exposición sobre temas relacionados con el cuidado de la salud.,9,6°,Prepara diversos materiales de apoyo para enriquecer su presentación..
9,Exposición sobre temas relacionados con el cuidado de la salud.,9,6°,"Usa un léxico formal y mantiene o recupera la atención de la audiencia haciendo inflexiones de voz, ademanes, gestos, preguntas."
9,Exposición sobre temas relacionados con el cuidado de la salud.,9,6°,"Aclara las dudas que le plantean y, en general, atiende los comentarios u opiniones que le comparten acerca de lo expuesto.."
9,Exposición sobre temas relacionados con el cuidado de la salud.,9,6°,"Como audiencia Comprende lo que escucha, apunta lo que le interesa, pregunta y comenta sobre lo expuesto, y argumenta sus opiniones y divergencias.."
10,Producción y envío de cartas personales.,10,6°,Lee distintas cartas personales reales y literarias y analiza sus características.
10,Producción y envío de cartas personales.,10,6°,"Discute sobre las similitudes y diferencias, así como sobre las ventajas y desventajas del correo postal y el electrónico."
10,Producción y envío de cartas personales.,10,6°,"Reconoce la estructura de la información de las direcciones postales y electrónicas de destinatarias, destinatarios y remitentes.."
10,Producción y envío de cartas personales.,10,6°,"Expresa sentimientos, ideas y experiencias por medio de cartas, en función de las destinatarias y los destinatarios y empleando adverbios de tiempo y lugar: ayer, hoy, mañana, anoche, ahora, después, luego, nunca, jamás, aquí, allá, allí, arriba, abajo."
10,Producción y envío de cartas personales.,10,6°,Envía las cartas que escribe a través del correo postal y/o electrónico..
11,Interpretación y producción de anuncios publicitarios de productos o servicios ofrecidos en la comunidad.,11,6°,"Recopila y analiza anuncios publicitarios elaborados con distintos fines; por ejemplo, comerciales, políticos y sociales."
11,Interpretación y producción de anuncios publicitarios de productos o servicios ofrecidos en la comunidad.,11,6°,"Reflexiona sobre las características y funciones de las frases publicitarias empleadas en los anuncios publicados en medios impresos y electrónicos, y analiza el usos de estereotipos, frases sugestivas, juegos de palabras y demás recursos lingüísticos y gráficos.."
11,Interpretación y producción de anuncios publicitarios de productos o servicios ofrecidos en la comunidad.,11,6°,Adopta una postura crítica ante los mensajes publicitarios y discute sobre ella con sus compañeras y compañeros.
11,Interpretación y producción de anuncios publicitarios de productos o servicios ofrecidos en la comunidad.,11,6°,"Elabora anuncios publicitarios sobre los productos y servicios ofrecidos en su comunidad, en los que considera la disposición gráfica y el uso de adjetivos, frases adjetivas, adverbios y figuras retóricas como analogías, metáforas, comparaciones, rimas, hipérboles y demás juegos de palabras."
11,Interpretación y producción de anuncios publicitarios de productos o servicios ofrecidos en la comunidad.,11,6°,"Difunde con las personas de la comunidad los anuncios publicitarios elaborados, así como su postura crítica ante los mensajes publicitarios analizados.."
12,Seguimiento crítico de noticias en diferentes medios de comunicación escrita.,12,6°,"Consulta distintos medios de comunicación escrita y seleccionada noticias de su interés, justificando las razones de su elección.."
12,Seguimiento crítico de noticias en diferentes medios de comunicación escrita.,12,6°,"Da seguimiento a las noticias de su interés en distintos medios de comunicación escrita e identifica las fuentes de las que proviene la información: testimonios, agencias de noticias, otros diarios y revistas.."
12,Seguimiento crítico de noticias en diferentes medios de comunicación escrita.,12,6°,"Identifica relaciones de contraste, complementariedad, causa-consecuencia y temporalidad entre las diferentes notas informativas sobre el mismo hecho noticioso."
12,Seguimiento crítico de noticias en diferentes medios de comunicación escrita.,12,6°,"Reflexiona sobre las diferentes formas de expresar y abordar el mismo hecho noticioso en diferentes medios de comunicación escrita: extensión, manera de presentarlo, opiniones de las autoras y los autores, tipo de información que se revela.."
12,Seguimiento crítico de noticias en diferentes medios de comunicación escrita.,12,6°,Escribe y comparte sus conclusiones sobre el hecho noticioso y sus reflexiones sobre las razones por las que pueden presentarse de diferente manera en cada medio de comunicación escrita.
13,Comprensión y producción de textos para gestionar servicios públicos.,13,6°,"Dialoga con sus pares sobre los servicios públicos que podrían gestionar para mejorar su entorno natural y social, define con sus compañeras y compañeros cuál gestionarán y averiguan a qué persona o institución deben dirigirse.."
13,Comprensión y producción de textos para gestionar servicios públicos.,13,6°,Reflexiona sobre las características de las cartas formales..
13,Comprensión y producción de textos para gestionar servicios públicos.,13,6°,"Escribe con sus compañeras y compañeros una carta formal, en la que explican, por un lado, el servicio público que solicitan, y, por otro, las razones."
13,Comprensión y producción de textos para gestionar servicios públicos.,13,6°,"Emplea mayúsculas al inicio de los párrafos y de los nombres propios, así como punto y seguido, punto y aparte, dos puntos y coma para ordenar las oraciones y los párrafos.."
13,Comprensión y producción de textos para gestionar servicios públicos.,13,6°,"Envía, con apoyo del profesor o profesora, la carta formal y le da seguimiento a la solicitud."
14,Elaboración de un triptico informativo sobre la prevención de algún problema colectivo.,14,6°,Indaga y reflexiona sobre las características y funciones de los trípticos informativos.
14,Elaboración de un triptico informativo sobre la prevención de algún problema colectivo.,14,6°,"Investiga en diferentes fuentes impresas y electrónicas, y por medio de entrevistas con personas de la comunidad, sobre algún problema colectivo que pueda prevenirse sobre las maneras de lograrlo."
14,Elaboración de un triptico informativo sobre la prevención de algún problema colectivo.,14,6°,"Comparte con sus compañeras y compañeros la información investigada y dialoga para que, entre todos y todas, reflexionen sobre la relevancia de la prevención y elijan el problema colectivo sobre el que harán un tríptico informativo.."
14,Elaboración de un triptico informativo sobre la prevención de algún problema colectivo.,14,6°,"Investiga con mayor profundidad sobre el problema colectivo que hayan elegido e integran la información en un texto breve que incluirán en un tríptico que contenga portada, imágenes, gráficas, tablas, cuadros, fuentes de consulta, datos de personas o instituciones de apoyo, etcétera."
14,Elaboración de un triptico informativo sobre la prevención de algún problema colectivo.,14,6°,Presenta y difunde el tríptico con la comunidad..
15,Reconocimiento de la diversidad lingüística de México.,15,6°,"Identifica qué lenguas se hablan en su familia, localidad y/o región."
15,Reconocimiento de la diversidad lingüística de México.,15,6°,"Investiga sobre las lenguas que se hablan en su familia, localidad y/o región, por medio de entrevistas y fuentes impresas y electrónicas."
15,Reconocimiento de la diversidad lingüística de México.,15,6°,"Escribe un texto sobre los resultados de su investigación empleando comillas para diferenciar las palabras de otras y otros de las suyas, e incluyendo las referencias de las fuentes consultadas."
15,Reconocimiento de la diversidad lingüística de México.,15,6°,Comparte el resultado de su investigación..
15,Reconocimiento de la diversidad lingüística de México.,15,6°,Reflexiona sobre las diferentes formas de valorar las lenguas en diversos contextos y sobre las posibles razones por las que esto ocurre..
16,Interpretación y valoración de manifestaciones culturales y artísticas de México y del mundo.,16,6°,"Reconoce ideales y temáticas sociales que se imprimieron en ciertas manifestaciones culturales y artísticas, en un tiempo y espacio determinados."
16,Interpretación y valoración de manifestaciones culturales y artísticas de México y del mundo.,16,6°,"Analiza las partes y elementos que conforman una manifestación cultural o artística, y reconoce la multiplicidad de significados, puntos de vista y concepciones del mundo en ella."
16,Interpretación y valoración de manifestaciones culturales y artísticas de México y del mundo.,16,6°,"Reconoce símbolos presentes en manifestaciones culturales y artísticas, a partir del análisis e interpretación de formas, colores, texturas, sonidos, objetos, aromas, movimientos y gestos, que contienen.."
17,Apropiación e intervención artística en el espacio comunitario.,17,6°,"Reflexiona en colectivo acerca de las maneras en que un espacio puede ser mejorado, y lo lleva a cabo mediante la planeación de expresiones artísticas, tales como perfomance, videoarte, instalación, escultura o teatro comunitario."
17,Apropiación e intervención artística en el espacio comunitario.,17,6°,Representa en colectivo problemas de la comunidad para visibilizarlas mediante propuestas artísticas ante los demás..
17,Apropiación e intervención artística en el espacio comunitario.,17,6°,"Crea producciones artísticas con distintos lenguajes: oral, escrito, alternativo, musical, visual, teatral o dancístico, para transformar de manera efímera, o incluso permanentemente, un espacio público de la comunidad, a favor del bienestar social.."
18,Análisis de cuentos y poemas para su disfrute y comprensión.,18,6°,selecciona y lee cuentos y poemas del mundo a partir de sus intereses y gustos.
18,Análisis de cuentos y poemas para su disfrute y comprensión.,18,6°,"Intercambia con sus pares los cuentos y poemas que más le gustaron, y discute sobre su significado."
18,Análisis de cuentos y poemas para su disfrute y comprensión.,18,6°,Reconoce las características tanto de cuentos como de poemas.
18,Análisis de cuentos y poemas para su disfrute y comprensión.,18,6°,"Elabora una antología con los cuentos y poemas seleccionados, así como con cuentos de producción propia, que incluya título, portada, portadilla, índice, ilustraciones, comentarios sobre la interpretación de cada texto y nombres de las y los participantes."
18,Análisis de cuentos y poemas para su disfrute y comprensión.,18,6°,Comparte la antología con la comunidad educativa y deja un ejemplar en la biblioteca escolar..
19,"Combinación de elementos visuales, sonoros y corporales, en composiciones artísticas colectivas, para expresar rasgos de sus identidades personal y colectiva.",19,6°,"Combina formas, colores, texturas, sonidos, movimientos y gestos para representar personajes, lugares y situaciones y los guarda en video o los presenta en vivo al montar una exposición en la que se invite a familiares y el resto de la comunidad escolar, para su apreciación y disfrute."
19,"Combinación de elementos visuales, sonoros y corporales, en composiciones artísticas colectivas, para expresar rasgos de sus identidades personal y colectiva.",19,6°,"Recrea lugares y experiencias significativas, a partir de una composición visual colectiva que sonoriza con objetos a su alcance, mientras la narra en un audiovisual."
19,"Combinación de elementos visuales, sonoros y corporales, en composiciones artísticas colectivas, para expresar rasgos de sus identidades personal y colectiva.",19,6°,"Combina secuencias de formas, colores, texturas, sonidos, movimientos, gestos y objetos, para expresar, en colectivo, una misma experiencia con distintos elementos.."
20,"Expresión, mediante el uso de los lenguajes artísticos, de experiencias estéticas que tienen lugar en la naturaleza.",20,6°,"Utiliza formas, colores, texturas, sonidos y movimientos, para expresar las emociones que surgen de una experiencia significativa en el entorno natural y las representa en colectivo mediante un mural o perfomance."
20,"Expresión, mediante el uso de los lenguajes artísticos, de experiencias estéticas que tienen lugar en la naturaleza.",20,6°,"Aprecia la disposición de formas, colores, texturas, sonidos y movimientos en el entorno natural y usa elementos de los lenguajes artísticos para representar una experiencia significativa de sus vínculos con la naturaleza.."
21,"Creación y representación de narrativas a partir de acontecimientos relevantes de la comunidad, empleando recursos literarios, visuales, corporales y sonoros.",21,6°,"Representa un acontecimiento de la comunidad, experimentando con movimientos suaves, fuertes, rápidos, lentos, fluidos o pausados en distintas trayectorias, desplazamientos y con acompañamiento musical."
21,"Creación y representación de narrativas a partir de acontecimientos relevantes de la comunidad, empleando recursos literarios, visuales, corporales y sonoros.",21,6°,"Explora, en colectivo, movimientos, gestos, formas, colores, sonidos y silencios, y acuerda una estructura creativa para crear un acontecimiento improvisado (flashmoob) en su escuela o en la comunidad, donde se invite a todas las personas a participar en el momento en que se está llevando a cabo.."
22,"Combinación de la realidad y la ficción en elementos simbólicos de las manifestaciones culturales y artísticas, que dan identidad y sentido de pertenencia.",22,6°,"Explora diversos elementos simbólicos que se encuentran en el entorno, a través del uso del color y las formas."
22,"Combinación de la realidad y la ficción en elementos simbólicos de las manifestaciones culturales y artísticas, que dan identidad y sentido de pertenencia.",22,6°,"Infiere la intención del autor o autora al utilizar los siguientes elementos: movimiento, gesto, forma, sonido Y/o color en una manifestación cultural y artística, y compara sus ideas con las de sus pares.."
22,"Combinación de la realidad y la ficción en elementos simbólicos de las manifestaciones culturales y artísticas, que dan identidad y sentido de pertenencia.",22,6°,"Reinterpreta una manifestación cultural o artística, y compara sus ideas con las de sus pares."
22,"Combinación de la realidad y la ficción en elementos simbólicos de las manifestaciones culturales y artísticas, que dan identidad y sentido de pertenencia.",22,6°,"Reinterpreta una manifestación cultural o artística con un lenguaje artístico distinto al que se utilizó en su creación, para crear nuevas formas de simbolización."
22,"Combinación de la realidad y la ficción en elementos simbólicos de las manifestaciones culturales y artísticas, que dan identidad y sentido de pertenencia.",22,6°,"Aprecia y recrea una danza ritual colectiva, con elementos simbólicos propios de cada participante.."
23,Análisis y representación de guiones teatrales.,23,6°,"Formula comentarios críticos respecto de un guion teatral de su elección, para expresar sus gustos, intereses e ideas, así como para desarrollar la argumentación."
23,Análisis y representación de guiones teatrales.,23,6°,"Realiza una representación teatral en colectivo, jugando con combinaciones de secuencias de sonidos y movimientos rápidos, lentos, agudos, graves, fuentes, débiles, pausas y con acentos variados."
23,Análisis y representación de guiones teatrales.,23,6°,"Emplea diversos elementos de los lenguajes artísticos, para crear escenografía, vestuario y maquillaje en la escenificación de una obra de teatro infantil o una situación improvisada a la que se invite a familiares y otros miembros de la comunidad como espectadores y espectadoras.."
24,"Lectura y análisis de mitos y leyendas, para su disfrute y valoración.",24,6°,"Lee mitos y leyendas de México y del mundo, y reconoce las características y funciones de cada tipo de texto."
24,"Lectura y análisis de mitos y leyendas, para su disfrute y valoración.",24,6°,"Analiza mitos y leyendas de México y del mundo, y discute sobre su significado."
24,"Lectura y análisis de mitos y leyendas, para su disfrute y valoración.",24,6°,Distingue las diferencias y similitudes entre los mitos y leyendas.
24,"Lectura y análisis de mitos y leyendas, para su disfrute y valoración.",24,6°,"Recupera mitos y leyendas con las personas de su comunidad y de libros, y las compila."
24,"Lectura y análisis de mitos y leyendas, para su disfrute y valoración.",24,6°,"Elabora un compendio de mitos y leyendas para compartir, que incluye título, portada, portadilla, introducción e índice."
24,"Lectura y análisis de mitos y leyendas, para su disfrute y valoración.",24,6°,"Representa un mito o leyenda de su interés mediante una escultura, cómic, perfomance, entre otros.."
