Contenido #,Contenido,PDA #,Grado,Descripción
13,"Funciones y responsabilidades de las autoridades, de la familia, la escuela y la comunidad para la organización de la convivencia, la resolución de conflictos y el cumplimiento de acuerdos y normas de manera participativa y pacífica.",13,1°,"Identifica funciones y responsabilidades de las autoridades de su casa, el aula, la escuela, las actividades que realizan, cómo toman las decisiones, cómo conocen las necesidades de los integrantes de su familia o escuela, cómo se distribuyen las tareas y responsabilidades; y establece compromisos para colaborar con las autoridades en favor de la convivencia pacífica."
13,"Funciones y responsabilidades de las autoridades, de la familia, la escuela y la comunidad para la organización de la convivencia, la resolución de conflictos y el cumplimiento de acuerdos y normas de manera participativa y pacífica.",13,2°,"Analiza las responsabilidades de las autoridades de su escuela y comunidad, los asuntos que atienden, las acciones que realizan, cómo conocen las necesidades comunitarias, cómo toman decisiones, cómo intervienen ante los conflictos, y cuál es su papel en la construcción y el cumplimiento de acuerdos y normas; y establece compromisos para colaborar con las autoridades en favor de la convivencia pacífica."
14,"Situaciones de la vida diaria en las que niñas y niños pueden o no tomar decisiones, y en las que se requiere ayuda, valorando los límites y riesgos del entorno.",14,1°,"Reconoce y ejerce su capacidad para tomar decisiones, distinguiendo situaciones en las que niñas y niños pueden decidir, de aquellas en las que es necesario solicitar ayuda, para no ponerse en riesgo."
14,"Situaciones de la vida diaria en las que niñas y niños pueden o no tomar decisiones, y en las que se requiere ayuda, valorando los límites y riesgos del entorno.",14,1°,"Identifica que cada decisión conlleva una responsabilidad y un compromiso consigo mismo o misma, con la comunidad y la sociedad."
14,"Situaciones de la vida diaria en las que niñas y niños pueden o no tomar decisiones, y en las que se requiere ayuda, valorando los límites y riesgos del entorno.",14,2°,"Valora su capacidad para tomar decisiones, distinguiendo las situaciones en las que puede tomar decisiones de aquellas en las que requiere ayuda, considerando los límites y riesgos del entorno."
14,"Situaciones de la vida diaria en las que niñas y niños pueden o no tomar decisiones, y en las que se requiere ayuda, valorando los límites y riesgos del entorno.",14,2°,"Comprende que las decisiones conllevan responsabilidades y compromisos consigo mismo o misma, con la comunidad y la sociedad."
15,"El derecho a la igualdad de género y vida sin violencia: estereotipos de género que pueden inducir a formas de violencia, desigualdad y discriminación.",15,1°,"Analiza que niñas y niños tienen el derecho a participar con igualdad y pueden realizar las mismas actividades deportivas, artísticas y recreativas, tanto en casa como en la escuela."
15,"El derecho a la igualdad de género y vida sin violencia: estereotipos de género que pueden inducir a formas de violencia, desigualdad y discriminación.",15,1°,"Dialoga acerca de ideas sobre comportamientos de niñas y niños que limitan el derecho a la igualdad y la expresión de sentimientos y emociones, la participación en juegos y actividades."
15,"El derecho a la igualdad de género y vida sin violencia: estereotipos de género que pueden inducir a formas de violencia, desigualdad y discriminación.",15,1°,Propone y participa de manera igualitaria en actividades en la casa y en la escuela.
15,"El derecho a la igualdad de género y vida sin violencia: estereotipos de género que pueden inducir a formas de violencia, desigualdad y discriminación.",15,2°,"Analiza estereotipos de género que pueden inducir formas de violencia, desigualdad y discriminación y argumenta por qué niñas y niños tienen el derecho de participar con igualdad en actividades educativas, deportivas, artísticas y lúdicas."
15,"El derecho a la igualdad de género y vida sin violencia: estereotipos de género que pueden inducir a formas de violencia, desigualdad y discriminación.",15,2°,"Dialoga sobre estereotipos de niñas y niños asociados al género que pueden inducir a formas de violencia, desigualdad y discriminación."
15,"El derecho a la igualdad de género y vida sin violencia: estereotipos de género que pueden inducir a formas de violencia, desigualdad y discriminación.",15,2°,"Promueve y participa en actividades igualitarias en su casa, la escuela y la comunidad."
16,"Manifestaciones culturales y símbolos que identifican a los diversos pueblos indígenas, afrodescendientes y migrantes y a México como nación.",16,1°,"Identifica y valora manifestaciones culturales y símbolos que identifican a la comunidad, pueblo o ciudad que incluyen distintas tradiciones, lenguas, fiestas, danzas, música, historia oral, rituales, gastronomía, artes y saberes, entre otras características. Reconoce sus vínculos con los pueblos indígenas, afromexicanos y/o migrantes, entre otros."
16,"Manifestaciones culturales y símbolos que identifican a los diversos pueblos indígenas, afrodescendientes y migrantes y a México como nación.",16,2°,"Reconoce y valora símbolos nacionales que nos identifican como parte de México (el himno, el escudo y la bandera)."
16,"Manifestaciones culturales y símbolos que identifican a los diversos pueblos indígenas, afrodescendientes y migrantes y a México como nación.",16,2°,"Representa por medio de dibujos, líneas del tiempo, croquis con el uso de referencias básicas espaciales y de símbolos propios, los cambios y permanencias en la vida cotidiana de la comunidad, comparando tres generaciones: abuelos, padres y actual."
17,Historia de la vida cotidiana: cambios en el tiempo y el espacio ocurridos en la comunidad.,17,1°,"Indaga en fuentes orales, escritas, fotográficas, testimoniales y digitales, los cambios en la vida cotidiana, en el tiempo y el espacio, ocurridos en la comunidad, con relación a las viviendas, los trabajos y las áreas verdes."
17,Historia de la vida cotidiana: cambios en el tiempo y el espacio ocurridos en la comunidad.,17,2°,"Indaga en fuentes orales, escritas, fotográficas, testimoniales y digitales, los cambios y permanencias en la vida cotidiana en el tiempo y el espacio ocurridos en la comunidad, con relación a las comunicaciones y los transportes, el uso de la tecnología en los trabajos, los centros de reunión, centros educativos, zonas de cultivo, parques, entre otros, y los representa por medio de dibujos, líneas del tiempo, croquis y mapas."
18,Personas en situación de migración y sus derechos.,18,1°,"Reconoce la necesidad que tienen algunas personas de cambiar de lugar de residencia, para buscar mejores condiciones de vida."
18,Personas en situación de migración y sus derechos.,18,1°,Dialoga acerca de experiencias propias o de otras personas de su comunidad que han migrado dentro del país o fuera de México.
18,Personas en situación de migración y sus derechos.,18,2°,"Reconoce algunos problemas que enfrentan las personas que migran, qué sucede en el lugar que dejan y qué pasa en el lugar al que llegan."
18,Personas en situación de migración y sus derechos.,18,2°,"Dialoga acerca de experiencias propias o de otras personas de su comunidad que han migrado dentro del país o fuera de México, cuáles son los motivos que los impulsan a tomar la decisión de migrar. Dialogan acerca de los derechos de las personas en situación de migración."
