Contenido #,Contenido,PDA #,Grado,Descripción
4,"Impacto de las actividades humanas en el entorno natural, así como acciones y prácticas socioculturales para su cuidado.",4,2°,"Identifica, describe y participa en acciones y prácticas socioculturales para disminuir el impacto en plantas, animales, agua, suelo y aire y cuidar el entorno natural."
5,"Objetos del entorno: Características, propiedades, espacios físicos y usos en la vida cotidiana.",5,2°,Experimenta y compara la temperatura de diversos objetos con el uso de sus sentidos y del termómetro para proponer una escala en la que ubique los objetos de los más fríos a los más calientes; reconoce que este instrumento permite realizar mediciones de temperatura más precisas.
5,"Objetos del entorno: Características, propiedades, espacios físicos y usos en la vida cotidiana.",5,2°,Identifica los materiales con que están hechos algunos objetos que hay en casa y que le protegen de las quemaduras o que permiten manipular objetos calientes; reconoce la importancia de prevenir quemaduras y propone acciones para evitarlas.
5,"Objetos del entorno: Características, propiedades, espacios físicos y usos en la vida cotidiana.",5,2°,"Identifica los estados físicos del agua a partir de experimentar con la variación de la temperatura y establecer relaciones causa-efecto; reconoce las características de sólidos y líquidos, (si tienen o no una forma definida) y extrapola dichas características a otros materiales."
6,Efectos de la aplicación de fuerzas: movimiento y deformación.,6,2°,"Experimenta con objetos de diversos materiales para identificar cómo se deforman al empujarlos, jalarlos, ejercer una presión sobre ellos o hacerlos chocar."
6,Efectos de la aplicación de fuerzas: movimiento y deformación.,6,2°,Reconoce la deformación de objetos como resultado de la aplicación de una fuerza y su relación con las propiedades de los materiales con los que están hechos.
7,Características del sonido y la luz.,7,2°,"Explora su entorno para distinguir y registrar fuentes naturales y artificiales de luz y su aprovechamiento en actividades cotidianas; indaga beneficios y riesgos de su uso, propone y difunde medidas para el cuidado de la salud."
7,Características del sonido y la luz.,7,2°,"Experimenta y describe características perceptibles de la luz, a partir de la interacción con diferentes fuentes luminosas y materiales (vidrio, madera, metal, papel o, plástico) con los que están elaborados objetos transparentes, opacos o brillantes."
7,Características del sonido y la luz.,7,2°,Experimenta con fuentes de luz y objetos de diferentes materiales para generar sombras e identificar las condiciones necesarias para su formación.
8,Cambios y regularidades de fenómenos naturales y actividades de las personas.,8,2°,"Indaga con personas de la comunidad u otros medios de información algunos fenómenos naturales que ocurren durante los meses y el año, y registra sus hallazgos, para establecer regularidades."
8,Cambios y regularidades de fenómenos naturales y actividades de las personas.,8,2°,"Observa los cambios en la forma de la Luna a lo largo de un mes, los registra con dibujos teniendo como guía una hoja del calendario que corresponda al mes en que realiza la observación, sin pretender que reconozca los nombres de las fases lunares."
9,Estudio de los números.,9,2°,"Expresa oralmente la sucesión numérica hasta 1000, en español y hasta donde sea posible en su lengua materna, de manera ascendente y descendente a partir de un número dado."
9,Estudio de los números.,9,2°,"A través de situaciones cotidianas cuenta, ordena, representa de diferentes formas, interpreta, lee y escribe la cantidad de elementos de colecciones con menos de 1000 elementos; identifica regularidades en los números que representan unidades, decenas y centenas."
9,Estudio de los números.,9,2°,"Utiliza los símbolos “<"", “>"" o ""=” para comparar u ordenar dos números."
10,"Construcción de la noción de suma y resta, y su relación como operaciones inversas.",10,2°,Representa con diferentes expresiones aditivas (suma y resta) cantidades menores a 1000.
10,"Construcción de la noción de suma y resta, y su relación como operaciones inversas.",10,2°,Resuelve problemas que implican avanzar (suma) y retroceder (resta) en la recta numérica.
10,"Construcción de la noción de suma y resta, y su relación como operaciones inversas.",10,2°,Resuelve situaciones problemáticas vinculadas a su contexto que implican sumas utilizando agrupamientos y el algoritmo convencional con números de hasta dos cifras.
10,"Construcción de la noción de suma y resta, y su relación como operaciones inversas.",10,2°,"Utiliza, explica y comprueba sus estrategias para calcular mentalmente sumas o restas con números naturales de hasta dos cifras."
11,"Construcción de la noción de multiplicación y división, y su relación como operaciones inversas.",11,2°,"Resuelve problemas vinculados a su contexto que requieren multiplicar con apoyo de material concreto, sumas iteradas o arreglos rectangulares, que involucran números menores o ¡guales a 10; reconoce a la multiplicación como la operación que resuelve problemas en los que siempre se suma la misma cantidad y utiliza el signo “x” (por) para representarla."
11,"Construcción de la noción de multiplicación y división, y su relación como operaciones inversas.",11,2°,Distingue y explica diferencias entre problemas que se resuelven con sumas de sumandos diferentes y problemas que se resuelven con sumas de sumandos ¡guales.
11,"Construcción de la noción de multiplicación y división, y su relación como operaciones inversas.",11,2°,Utiliza y explica diversas estrategias para calcular mentalmente multiplicaciones de números naturales menores que 10
11,"Construcción de la noción de multiplicación y división, y su relación como operaciones inversas.",11,2°,"Resuelve, mediante diversos procedimientos, problemas que implican repartos con divisores menores que 10 y dividendo de dos cifras."
12,Cuerpos geométricos y sus características.,12,2°,"Clasifica objetos de su entorno o cuerpos geométricos de acuerdo con distintos criterios (caras planas o curvas, caras iguales); los construye usando cajas, bloques o cubos."
13,Figuras geométricas y sus características.,13,2°,"Construye composiciones geométricas cada vez más complejas, por el tipo de figuras o por el número de “piezas”, con el uso del tangram y geoplano."
13,Figuras geométricas y sus características.,13,2°,"Clasifica y describe polígonos por el número de lados en triángulos, cuadriláteros, pentágonos, hexágonos y octágonos, utilizando paulatinamente un lenguaje formal para referirse a sus propiedades (número de vértices y lados); los construye sobre retículas de cuadrados o puntos."
14,"Medición de longitud, masa y capacidad.",14,2°,"Estima, mide, compara, ordena y registra longitudes, usando unidades arbitrarias (objetos o instrumentos de medida) de su comunidad y las representa en rectas numéricas."
14,"Medición de longitud, masa y capacidad.",14,2°,"Compara capacidades y masas, usando unidades de medida de la comunidad, o unidades arbitrarias; representa los resultados con dibujos y numerales."
15,Medición del tiempo.,15,2°,"Describe y registra cronológicamente en tablas, pictogramas o calendarios, hechos y fenómenos naturales y sociales en periodos (día, semana, mes y año), utilizando los términos de su comunidad (actividad recurrente durante todo el ciclo escolar); reconoce que el año está integrado por doce meses que ocurren cíclicamente."
16,Organización e interpretación de datos.,16,2°,"Recolecta, organiza, representa e interpreta datos en tablas o pictogramas para responder preguntas de su interés."
