Contenido #,Contenido,PDA #,Grado,Descripción
8,"Respeto a la dignidad e integridad: límites corporales y situaciones de riesgo para prevenir y denunciar situaciones de acoso, abuso y violencia de carácter sexual en la casa, la escuela, la comunidad y con el uso de internet y redes sociales.",8,2°,"Identifica y expresa su rechazo frente a comportamientos violentos y conductas de acoso o abuso sexual, que amenazan su integridad física y emocional de manera directa o con el uso de internet y redes sociales, y solicita apoyo y protección de integrantes de la familia, la escuela o la comunidad para su acompañamiento y, en caso de ser necesario, su denuncia."
9,"Responsabilidad compartida en el cuidado de sí y el de nuestro entorno con la familia, la escuela, la comunidad, el uso del internet y redes sociales, para generar espacios de bienestar e inclusión, equidad e igualdad.",9,2°,"Comprende la importancia de la responsabilidad compartida de los padres, autoridades y los pares, en la escuela y en la comunidad."
9,"Responsabilidad compartida en el cuidado de sí y el de nuestro entorno con la familia, la escuela, la comunidad, el uso del internet y redes sociales, para generar espacios de bienestar e inclusión, equidad e igualdad.",9,2°,"Aporta elementos para el cuidado de sí, articulado a la creación de espacios de bienestar e inclusión, equidad e igualdad y un uso responsable de internet y redes sociales."
10,"Historia personal y familiar, diversidad de familias y el derecho a pertenecer a una.",10,2°,"Valora la diversidad de familias y promueve el respeto entre las y los integrantes de estas, para el cuidado de sí, de su familia y de las familias de su comunidad."
10,"Historia personal y familiar, diversidad de familias y el derecho a pertenecer a una.",10,2°,"Reconoce el derecho de pertenecer a una familia que le cuide, proteja y brinde afecto para su bienestar físico, emocional y afectivo."
11,"Construcción de la paz mediante el diálogo: situaciones de conflicto o discrepancia como parte de la interacción de los seres humanos en la casa, el aula, la escuela y la comunidad.",11,2°,"Analiza situaciones de conflicto o discrepancia en su casa, el aula, la escuela y la comunidad; habla de ellas, distingue a las personas participantes y afectadas, así como el motivo del conflicto o discrepancia."
11,"Construcción de la paz mediante el diálogo: situaciones de conflicto o discrepancia como parte de la interacción de los seres humanos en la casa, el aula, la escuela y la comunidad.",11,2°,Comprende y propone formas de solución a través del diálogo y la negociación en la que se beneficien las partes; reflexiona acerca de que al rechazar formas violentas para abordar los conflictos se construye la paz.
12,"Democracia como forma de vida: construcción participativa de normas, reglas y acuerdos para alcanzar metas colectivas y contribuir a una convivencia pacífica en nuestra casa, el aula, la escuela y la comunidad, así como las consecuencias de no respetar los acuerdos, reglas y normas escolares y comunitarias.",12,2°,"Participa en la revisión y construcción de acuerdos, reglas y normas que sirven para atender necesidades compartidas, alcanzar metas comunes, resolver conflictos y promover la convivencia pacífica en el aula, la escuela y la comunidad."
12,"Democracia como forma de vida: construcción participativa de normas, reglas y acuerdos para alcanzar metas colectivas y contribuir a una convivencia pacífica en nuestra casa, el aula, la escuela y la comunidad, así como las consecuencias de no respetar los acuerdos, reglas y normas escolares y comunitarias.",12,2°,"Comprende las consecuencias personales y colectivas de no respetar acuerdos, reglas y normas escolares y comunitarias."
13,"Funciones y responsabilidades de las autoridades, de la familia, la escuela y la comunidad para la organización de la convivencia, la resolución de conflictos y el cumplimiento de acuerdos y normas de manera participativa y pacífica.",13,2°,"Analiza las responsabilidades de las autoridades de su escuela y comunidad, los asuntos que atienden, las acciones que realizan, cómo conocen las necesidades comunitarias, cómo toman decisiones, cómo intervienen ante los conflictos, y cuál es su papel en la construcción y el cumplimiento de acuerdos y normas; y establece compromisos para colaborar con las autoridades en favor de la convivencia pacífica."
14,"Situaciones de la vida diaria en las que niñas y niños pueden o no tomar decisiones, y en las que se requiere ayuda, valorando los límites y riesgos del entorno.",14,2°,"Valora su capacidad para tomar decisiones, distinguiendo las situaciones en las que puede tomar decisiones de aquellas en las que requiere ayuda, considerando los límites y riesgos del entorno."
14,"Situaciones de la vida diaria en las que niñas y niños pueden o no tomar decisiones, y en las que se requiere ayuda, valorando los límites y riesgos del entorno.",14,2°,"Comprende que las decisiones conllevan responsabilidades y compromisos consigo mismo o misma, con la comunidad y la sociedad."
15,"El derecho a la igualdad de género y vida sin violencia: estereotipos de género que pueden inducir a formas de violencia, desigualdad y discriminación.",15,2°,"Analiza estereotipos de género que pueden inducir formas de violencia, desigualdad y discriminación y argumenta por qué niñas y niños tienen el derecho de participar con igualdad en actividades educativas, deportivas, artísticas y lúdicas."
15,"El derecho a la igualdad de género y vida sin violencia: estereotipos de género que pueden inducir a formas de violencia, desigualdad y discriminación.",15,2°,"Dialoga sobre estereotipos de niñas y niños asociados al género que pueden inducir a formas de violencia, desigualdad y discriminación."
15,"El derecho a la igualdad de género y vida sin violencia: estereotipos de género que pueden inducir a formas de violencia, desigualdad y discriminación.",15,2°,"Promueve y participa en actividades igualitarias en su casa, la escuela y la comunidad."
16,"Manifestaciones culturales y símbolos que identifican a los diversos pueblos indígenas, afrodescendientes y migrantes y a México como nación.",16,2°,"Reconoce y valora símbolos nacionales que nos identifican como parte de México (el himno, el escudo y la bandera)."
16,"Manifestaciones culturales y símbolos que identifican a los diversos pueblos indígenas, afrodescendientes y migrantes y a México como nación.",16,2°,"Representa por medio de dibujos, líneas del tiempo, croquis con el uso de referencias básicas espaciales y de símbolos propios, los cambios y permanencias en la vida cotidiana de la comunidad, comparando tres generaciones: abuelos, padres y actual."
17,Historia de la vida cotidiana: cambios en el tiempo y el espacio ocurridos en la comunidad.,17,2°,"Indaga en fuentes orales, escritas, fotográficas, testimoniales y digitales, los cambios y permanencias en la vida cotidiana en el tiempo y el espacio ocurridos en la comunidad, con relación a las comunicaciones y los transportes, el uso de la tecnología en los trabajos, los centros de reunión, centros educativos, zonas de cultivo, parques, entre otros, y los representa por medio de dibujos, líneas del tiempo, croquis y mapas."
18,Personas en situación de migración y sus derechos.,18,2°,"Reconoce algunos problemas que enfrentan las personas que migran, qué sucede en el lugar que dejan y qué pasa en el lugar al que llegan."
18,Personas en situación de migración y sus derechos.,18,2°,"Dialoga acerca de experiencias propias o de otras personas de su comunidad que han migrado dentro del país o fuera de México, cuáles son los motivos que los impulsan a tomar la decisión de migrar. Dialogan acerca de los derechos de las personas en situación de migración."
