Contenido #,Contenido,PDA #,Grado,Descripción
7,construcción del proyecto de vida.,7,2°,"Explora necesidades e intereses al expresar lo que significan individual y colectivamente para definir metas a lograr, que contribuyan a su atención."
7,construcción del proyecto de vida.,7,2°,"Reconoce logros al participar en diferentes situaciones familiares y escolares para replantear su actuación en favor de una mayor confianza, seguridad y bienestar."
8,Educación integral en Sexualidad.,8,1°,"Reflexiona acerca de las diversas formas de ser y actuar de hombres y mujeres a partir de distintas situaciones cotidianas, para reconocer manifestaciones en favor de una interacción respetuosa y convivencia sana."
8,Educación integral en Sexualidad.,8,2°,"Diferencia manifestaciones y prácticas presentes en distintos ámbitos (escolar, laboral, social, cultural u otros), para reconocer aquellas que inciden en la construcción de la identidad de género."
9,capacidades y habilidades motrices.,9,1°,"Utiliza patrones básicos de movimiento ante situaciones que implican explorar los diferentes espacios, el tiempo y los objetos, para favorecer el conocimiento de sí."
9,capacidades y habilidades motrices.,9,2°,Combina diversos patrones básicos de movimiento para actuar con base en las características de cada juego o situación.
10,"Posibilidades cognitivas, expresivas, motrices, creativas y de relación.",10,1°,"Explora acciones motrices y expresivas en juegos y situaciones cotidianas que implican equilibrio, orientación espacial-temporal y coordinación motriz, para mejorar el conocimiento de sí."
10,"Posibilidades cognitivas, expresivas, motrices, creativas y de relación.",10,2°,"Experimenta acciones que implican comunicación y expresión por medio del cuerpo, para asignar un carácter personal a sus movimientos y mejorar la interacción."
11,Estilos de vida activos y saludables.,11,1°,Participa en diferentes juegos para explorar alternativas que le permitan mantener una vida activa y saludable.
11,Estilos de vida activos y saludables.,11,2°,Reconoce propuestas lúdicas o expresivas que fomentan su disfrute y práctica cotidiana para favorecer una vida activa y saludable.
12,"Pensamiento lúdico, divergente y creativo.",12,1°,"Busca distintas soluciones ante una misma situación de juego o cotidiana, con la intención de poner en práctica la creatividad."
12,"Pensamiento lúdico, divergente y creativo.",12,2°,"Propone soluciones ante retos y conflictos que se presentan en juegos y actividades, para promover la participación, el respeto y la colaboración."
13,Interacción motriz.,13,1°,Colabora en la definición de normas básicas de convivencia para reconocer su influencia en la interacción presente en juegos y situaciones cotidianas.
13,Interacción motriz.,13,2°,"Reflexiona acerca de las normas básicas de convivencia en el juego y las actividades cotidianas, con el propósito de asumir actitudes que fortalezcan la interacción."
14,Acciones individuales que repercuten en la conservación y mejora de la salud.,14,1°,"Reconoce la importancia de la práctica de hábitos de higiene y limpieza en el cuidado personal, así como de otros seres vivos, con la intención de contribuir a la prevención de problemas de salud."
14,Acciones individuales que repercuten en la conservación y mejora de la salud.,14,1°,Explica la importancia de incluir alimentos saludables de los distintos grupos para colaborar en la modificación de hábitos de consumo personales y familiares que favorecen la salud.
14,Acciones individuales que repercuten en la conservación y mejora de la salud.,14,1°,"Intercambia experiencias acerca de situaciones de riesgo, para compartir acciones encaminadas a su prevención."
14,Acciones individuales que repercuten en la conservación y mejora de la salud.,14,2°,"Reflexiona acerca de situaciones y comportamientos que ponen en riesgo la salud, para promover acciones orientadas a los cuidados personales."
14,Acciones individuales que repercuten en la conservación y mejora de la salud.,14,2°,"Compara alimentos naturales y frescos, procesados y ultraprocesados que se consumen en su familia y la escuela, para valorar aquellos que contribuyen a mantener la salud."
14,Acciones individuales que repercuten en la conservación y mejora de la salud.,14,2°,"Socializa alternativas de solución ante riesgo de accidentes, dependencias y formas de violencia, para valorar aquellas que puede llevar a cabo en su familia y la escuela."
15,Sentido de comunidad y satisfacción de necesidades humanas.,15,1°,"Indaga acerca de ideas, conocimientos, prácticas culturales, formas de organización y acuerdos familiares, para compartir su importancia."
15,Sentido de comunidad y satisfacción de necesidades humanas.,15,1°,"Compara necesidades de las familias en diferentes contextos y las formas de utilizar el cuerpo u organizarse en su satisfacción, para explicar cambios y mejoras que se han presentado."
15,Sentido de comunidad y satisfacción de necesidades humanas.,15,2°,"Reconoce ideas, conocimientos, prácticas culturales y formas de organización, para explicar el significado que tienen en su familia y comunidad."
15,Sentido de comunidad y satisfacción de necesidades humanas.,15,2°,Identifica las necesidades de su comunidad y las formas de satisfacerlas a partir del uso del cuerpo o los objetos y la organización de las personas para explorar otras alternativas de atenderlas.
16,"Situaciones de riesgo social en las familias, escuela y comunidad.",16,1°,"Reconoce situaciones de riesgos sociales en las familias, la escuela y la comunidad, así como la importancia del autocuidado, la no violencia y la convivencia pacífica."
16,"Situaciones de riesgo social en las familias, escuela y comunidad.",16,2°,"Propone prácticas de autocuidado, de no violencia y convivencia pacífica."
16,"Situaciones de riesgo social en las familias, escuela y comunidad.",16,2°,Identifica personas e instituciones que pueden ayudar en situaciones de riesgo.
17,Prácticas de prevención y respuesta ante desastres ambientales.,17,1°,Participa en las prácticas familiares de prevención y respuesta ante fenómenos naturales que ponen en riesgo su integridad.
17,Prácticas de prevención y respuesta ante desastres ambientales.,17,2°,"Elabora y redacta acuerdos y normas, para actuar adecuadamente ante situaciones de desastres ambientales en su contexto."
18,Apoyos mutuos para favorecer los aprendizajes en el aula diversa.,18,1°,"Identifica y valora la presencia de diferentes lenguas y lenguajes en el aula y ofrece apoyos a sus pares, si es necesario."
18,Apoyos mutuos para favorecer los aprendizajes en el aula diversa.,18,2°,"Formula opciones de apoyo a sus pares, ante condiciones personales diferentes: lenguas, lenguajes, movilidad, entre otras."
19,Aproximación a las tecnologías de la información y la comunicación.,19,1°,Reconoce las tecnologías que se utilizan en su entorno y los beneficios que proporcionan en la comunicación y el aprendizaje.
19,Aproximación a las tecnologías de la información y la comunicación.,19,2°,Utiliza las tecnologías de la información y la comunicación para investigar temas de su interés.
19,Aproximación a las tecnologías de la información y la comunicación.,19,2°,Comparte y organiza la información investigada con sus compañeras y compañeros.
20,Los efectos y su influencia en el bienestar.,20,1°,"Conoce las emociones básicas, su función y reacciones fisiológicas, para interactuar con sus pares."
20,Los efectos y su influencia en el bienestar.,20,1°,"Reconoce emociones básicas en él o ella y en las demás personas, con el fin de identificar situaciones donde se necesite pedir u ofrecer ayuda."
20,Los efectos y su influencia en el bienestar.,20,2°,"Considera las reacciones emocionales para la toma de decisiones de forma asertiva ante situaciones de la vida diaria, con el fin de lograr bienestar individual y colectivo."
20,Los efectos y su influencia en el bienestar.,20,2°,Reflexiona sobre experiencias personales en las que las emociones le ayudaron en la resolución de situaciones cotidianas.
