Contenido #,Contenido,PDA #,Grado,Descripción
4,"Interacciones entre plantas, animales y el entorno natural: nutrición y locomoción.",4,3°,"Explica el movimiento y desplazamiento de algún animal vertebrado de su interés, con modelos que muestran la acción coordinada de los sistemas óseo y muscular.."
5,Relaciones entre los factores físicos y biológicos que conforman los ecosistemas y favorecen la preservación de la vida.,5,3°,"Describe la importancia del aire, el agua, el suelo y el Sol para todos los seres vivos, a partir de representar las relaciones que establecen para su alimentación y protección."
5,Relaciones entre los factores físicos y biológicos que conforman los ecosistemas y favorecen la preservación de la vida.,5,3°,"Reconoce y describe las condiciones en las que se encuentra el aire, el suelo y el agua en el lugar en donde vive; y argumenta acerca del impacto de dichas condiciones en la vida de plantas, animals y personas.."
5,Relaciones entre los factores físicos y biológicos que conforman los ecosistemas y favorecen la preservación de la vida.,5,3°,"Identifica y valora la presencia del aire, agua, suelo y Sol en las expresiones culturales de diversas personas y grupos.."
6,Impacto de las actividades humanas en la naturaleza y en la salud.,6,3°,"Indaga y describe el impacto de las actividades humanas del entorno natural del lugar donde vive, y establece relaciones causa-efecto en la naturaleza y en la salud de las personas."
6,Impacto de las actividades humanas en la naturaleza y en la salud.,6,3°,"Indaga saberes y practices de diversos pueblos y culturas, para cuidar la naturaleza y establecer una relación armónica."
6,Impacto de las actividades humanas en la naturaleza y en la salud.,6,3°,"Propone y practica acciones que favorecen el cuidado de la naturaleza, la salud de las personas y el bienestar animal.."
7,Propiedades de los materiales: masa y longitud; relación entre estados físicos y la temperatura.,7,3°,"Describe la masa y la longitude como propiedades medibles de los materiales, a partir de experimentar con distintos objetos y materiales y el uso de instrumentos como balanza y regla, y establece relaciones entre el material, tamaño y forma."
7,Propiedades de los materiales: masa y longitud; relación entre estados físicos y la temperatura.,7,3°,"Reconoce al kilogramo (kg) como la unidad básica de medida de la masa, y al metro (m) como la unidad básica de medición de la longitud (distancia entre dos puntos), así como otras unidades que se utilizan en su comunidad para medir la masa y la longitud.."
8,Formación de mezclas y sus propiedades.,8,3°,"Identifica al agua como disolvente a partir de experimentar con distintos materiales como aceite, talco, azúcar, sal, arena, y los clasifica en solubles o insoluble en agua."
8,Formación de mezclas y sus propiedades.,8,3°,Describe la aplicación de la solubilidad del agua en actividades cotidianas y en la industria..
9,Efectos de la aplicación de fuerzas y del calor sobre los objetos.,9,3°,"Describe y representa los movimientos de personas, objetos y animals, considera la dirección (izquierda a derecho, de arriba, a abajo), la rapidez (lento o rápido), y su trayectoria (recta, curva o zigzag), así como los puntos de referencia."
9,Efectos de la aplicación de fuerzas y del calor sobre los objetos.,9,3°,"Describe el efecto de las fuerzas sobre los objetos: movimiento y reposo, al experimentar con los cambios en la rapidez o la dirección del movimiento, sin llegar a la noción de intensidad de la fuerza.."
9,Efectos de la aplicación de fuerzas y del calor sobre los objetos.,9,3°,"Experimenta con la aplicación de fuerzas y el movimiento, con base en el diseño de distintos recorridos (circulos), en los que interaccionan diversos objetos que chocan, son jalados o empujados, además de considerer diferentes distancias.."
10,"Sistema tierra-luna-sol: interacciones, cambios y regularidades; diversas explicaciones acerca del movimiento de estos astros y su relación con algunos fenómenos naturales.",10,3°,"Indaga y representa con modelos, los movimientos de rotación y traslación de la Tierra, y los asocial con la sucesión del día y la noche, con las estaciones del año y el cambio del punto de aparición y ocultamiento del Sol en el horizonte."
10,"Sistema tierra-luna-sol: interacciones, cambios y regularidades; diversas explicaciones acerca del movimiento de estos astros y su relación con algunos fenómenos naturales.",10,3°,Describe y representa mediante modelos el movimiento de rotación y traslación de la luna y su relación con sus fases.
10,"Sistema tierra-luna-sol: interacciones, cambios y regularidades; diversas explicaciones acerca del movimiento de estos astros y su relación con algunos fenómenos naturales.",10,3°,"Indaga aportaciones de diversas culturas en relación con el movimiento de la Tierra, la Luna y el Sol, y su influencia en aspectos socioculturales.."
11,Estudio de los números.,11,3°,"Expresa oralmente la sucesión numérica hasta cuatro cifras, en español y hasta donde sea possible, en su lengua maternal, de manera ascendente y descendente a partir de un número natural dado."
11,Estudio de los números.,11,3°,"Identifica y usa los números ordinales, en español y en su lengua materna para ordenar objetos, o para indicar el lugar que ocupan dentro de una colección de hasta diez elementos.."
11,Estudio de los números.,11,3°,"A través de situaciones cotidianas cuenta, representa de diferentes formas, interpreta, ordena, lee y escribe números naturales de hasta cuatro cifras; identifica regularidades en los números que representan decenas, centenas y millares."
11,Estudio de los números.,11,3°,"Representa, con apoyo de material concreto y modelos gráficos, fracciones, medios, cuartos, octavos, dieciseisavos, para expresar el resultado de mediciones y repartos en situaciones vinculadas a su contexto.."
11,Estudio de los números.,11,3°,"Identifica la unidad de referencia en representaciones de medios, cuartos, octavos, dieciseisavos que expresan el resultado de mediciones y repartos."
11,Estudio de los números.,11,3°,"Propone expresiones aditivas equivalentes de medios, cuartos, octavos o dieciseisavos, también compara fracciones (con igual numerador o igual denominador) utilizando los signos ˃ (mayor que), ˂ (menor que) o = (igual)."
11,Estudio de los números.,11,3°,Conoce y usa las fracciones 1/10 y 1/100 con el apoyo del metro cuadrado..
12,"Suma y resta, su relación como operaciones inversas.",12,3°,Resuelve situaciones problemáticas vinculadas a su contexto que implican sumas de números naturales de hasta tres cifras utilizando agrupamientos y el algoritmo convencional.
12,"Suma y resta, su relación como operaciones inversas.",12,3°,Resuelve situaciones problemáticas vinculadas a su contexto que implican restas de números naturales de hasta tres cifras utilizando agrupamientos y el algoritmo convencional.
12,"Suma y resta, su relación como operaciones inversas.",12,3°,"Utiliza, explica y comprueba sus estrategias para calcular mentalmente sumas o restas de números naturales de hasta tres cifras.."
12,"Suma y resta, su relación como operaciones inversas.",12,3°,"Resuelve problemas de suma o resta vinculados a su contexto, que impliquen el uso de fracciones (medios, cuartos, octavos, dieciseisavos), con el apoyo del material concreto o representaciones gráficas.."
13,"Multiplicación y división, su relación como operaciones inversas.",13,3°,"Resuelve multiplicaciones cuyo producto es un número natural de tres cifras, mediante diversos procedimientos (suma de multiplicaciones parciales, multiplicaciones por 10, 20, 30, entre otros)."
13,"Multiplicación y división, su relación como operaciones inversas.",13,3°,"Resuelve situaciones problemáticas vinculadas a su contexto que implican divisiones (reparto y agrupamiento), mediante diversos procedimientos, en particular con la multiplicación; representa la división como: a*b=c.."
13,"Multiplicación y división, su relación como operaciones inversas.",13,3°,"Utiliza, explica y comprueba sus estrategias para calcular mentalmente productos de números naturales de una cifra.."
14,Cuerpos geométricos y sus características.,14,3°,"Identifica las figuras geométricas que componen diversos objetos (edificios, casas, cajas, muebles y cuerpos geométricos); construye prismas rectos a partir de reconocer la configuración de cuadrados y rectángulos que lo componen."
15,Figuras geométricas y sus características.,15,3°,"A partir de retículas de triángulos, cuadrados o puntos, construye, analiza y clasifica figuras geométricas a partir de sus lados y su simetría, en particular a los triángulos, explica los criterios utilizados para la clasificación.."
16,"Medición de longitud, masa y capacidad.",16,3°,"Resuelve situaciones problemáticas vinculadas a su contexto que impliquen, medición, estimación y comparación de longitudes, masas y capacidades, con el uso del metro, kilogramo, litro y medios y cuartos de estas unidades; en el caso de la longitud, el decímetro y centímetro.."
18,Medición del tiempo,18,3°,"Lee relojes de manecillas y digitales; compara y ordena la duración de diferentes actividades cotidianas o acontecimientos de la comunidad, usando la hora, media hora, cuarto de hora y los minutos.."
19,Organización e interpretación de datos.,19,3°,"Recolecta, organiza, representa e interpreta datos en tablas de frecuencias o pictogramas para responder preguntas de su interés.."
