Contenido #,Contenido,PDA #,Grado,Descripción
21,"Reflexión y uso de los lenguajes artísticos, para recrear experiencias estéticas que tienen lugar en la vida cotidiana.",21,3°,"Identifica y recrea mediante el uso de formas, colores, texturas y sonidos, sensaciones, emociones, sentimientos e ideas que surgen de distintas experiencias significativas que tienen lugar en la vida cotidiana.."
22,"Representación de hechos y experiencias significativas mediante el empleo de recursos textuales, visuales, corporales y sonoros.",22,3°,"Represeta lúdicamente una experiencia significativa con el uso de movimientos, formas, gestos, sonidos, colores y objetos para construir nuevos significados."
22,"Representación de hechos y experiencias significativas mediante el empleo de recursos textuales, visuales, corporales y sonoros.",22,3°,"Reelabora acciones cotidianas al jugar con movimientos rápidos o lentos, fuertes o débiles, con pausas o acentos, imaginando distintos espacios donde se llevan a cabo para descubrir nuevas maneras de realizarlas."
22,"Representación de hechos y experiencias significativas mediante el empleo de recursos textuales, visuales, corporales y sonoros.",22,3°,"Contrasta lúdicamente el lenguaje figurado y el literal, por medio de preguntas retóricas, comparaciones y metáforas."
22,"Representación de hechos y experiencias significativas mediante el empleo de recursos textuales, visuales, corporales y sonoros.",22,3°,"Describe un hecho significativo mediante la estructura narrativa de su elección, estableciendo para cada parte una secuencia de movimientos, con acompañamiento musical, lo cual complementa desplazamientos, pausas, acentos y velocidades corporales.."
23,Identificación del uso de la fantasía y la realidad en diferentes manifestaciones culturales y artísticas.,23,3°,"Distingue la fantasía de la realidad en manifestaciones culturales y artísticas de su comunidad, y de otros lugares del mundo."
23,Identificación del uso de la fantasía y la realidad en diferentes manifestaciones culturales y artísticas.,23,3°,"Aprecia el uso intencional de formas, colores, sonidos, texturas, movimientos, gestos u objetos, que expresan la realidad y la fantasía en manifestaciones culturales y artísticas."
23,Identificación del uso de la fantasía y la realidad en diferentes manifestaciones culturales y artísticas.,23,3°,"Comenta impresiones y sensaciones, a partir de la identificación del uso intencional de formas, colores, sonidos, texturas, movimientos o gestos, en las manifestaciones culturales y artísticas de su interés.."
24,Lectura dramatizada y representación teatral.,24,3°,"Distingue la fantasía de la realidad en manifestaciones culturales y artísticas de su comunidad, y de otros lugares del mundo."
24,Lectura dramatizada y representación teatral.,24,3°,"Reconoce características de los textos dramáticos, como diálogos, acotaciones, listado de personajes, espacio y temporalidad, al realizar una lectura comprensiva de los mismos."
24,Lectura dramatizada y representación teatral.,24,3°,"Transforma objetos y recursos a su alcance de manera creativa, para utilizarlos en la representación de personajes, al realizar una lectura dramatizada."
24,Lectura dramatizada y representación teatral.,24,3°,"Improvisa con el uso del cuerpo y la voz algunas situaciones significativas, identificadas en distintas narraciones."
24,Lectura dramatizada y representación teatral.,24,3°,"Participa en juegos de roles en los que representa diferentes personajes, en espacios y tiempos definidos."
24,Lectura dramatizada y representación teatral.,24,3°,"Explora posibilidades expresivas del cuerpo, el espacio y el tiempo, en la construcción de historias narrativas.."
25,Comprensión y producción de cuentos para su disfrute.,25,3°,Escucha y lee cuentos de distintos orígenes y autores.
25,Comprensión y producción de cuentos para su disfrute.,25,3°,Reconoce relaciones causa-efecto entre las partes de los cuentos.
25,Comprensión y producción de cuentos para su disfrute.,25,3°,Desarrolla una historia con una secuencia causal de hechos derivados de un conflicto inicial que se soluciona al final.
25,Comprensión y producción de cuentos para su disfrute.,25,3°,"Planea, escribe, revisa, corrige y comparte cuentos sobre temas de su interés."
25,Comprensión y producción de cuentos para su disfrute.,25,3°,"Reconoce semejanzas y diferencias entre los cuentos y los eventos de la vida cotidiana, para darles un sentido y significados propios.."
